ZONA PORTUARIA,SOCIEDAD PORTUARIA,TIPO DE SERVICIO,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,MOVILIZACIONES A BORDO,TRANSITORIA,AÑO VIGENCIA,MES VIGENCIA,TOTAL_MOVILIZADO,FECHA,PERIODO_NUM,BALANCE_EXP_IMP,TRIMESTRE,AÑO_INCOMPLETO
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,12,39,0,0,0,0,0,0,2023,5,51,2023-05-01,64,-27,2,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GENERAL,0,73902,0,0,18273,0,0,0,2020,1,92175,2020-01-01,24,-73902,1,0
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,29222,0,0,0,0,0,0,2021,9,29222,2021-09-01,44,-29222,3,0
G. MORROSQUILLO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,658906,0,0,0,0,0,0,0,2022,1,658906,2022-01-01,48,658906,1,0
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,GENERAL,0,77233,0,0,0,0,0,0,2024,7,77233,2024-07-01,78,-77233,3,0
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,82394,0,0,0,0,0,0,0,2019,2,82394,2019-02-01,13,82394,1,0
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,49103,67163,0,241,0,751,0,391,2021,6,117649,2021-06-01,41,-18060,2,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,CONTENEDORES,0,28,0,0,0,0,0,0,2018,6,28,2018-06-01,5,-28,2,0
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GENERAL,1965,0,0,0,0,10402,0,0,2023,5,12367,2023-05-01,64,1965,2,0
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,45524,0,0,0,0,0,0,2021,8,45524,2021-08-01,43,-45524,3,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL LIQUIDO,0,70905,0,0,0,0,0,0,2018,9,70905,2018-09-01,8,-70905,3,0
BARRANCABERMEJA,ECOPETROL S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,75169,0,0,0,2018,8,75169,2018-08-01,7,0,3,0
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GENERAL,0,245,0,0,0,0,0,0,2018,3,245,2018-03-01,2,-245,1,0
SANTA MARTA,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,332444,0,0,0,142329,0,0,2022,8,474773,2022-08-01,55,-332444,3,0
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,15002,7847,0,0,0,0,0,0,2019,6,22849,2019-06-01,17,7155,2,0
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GENERAL,0,0,0,0,0,379,0,0,2020,8,379,2020-08-01,31,0,3,0
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,5500,56000,0,0,0,0,0,0,2021,3,61500,2021-03-01,38,-50500,1,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,38870,0,0,0,0,0,0,2018,11,38870,2018-11-01,10,-38870,4,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GENERAL,0,1944,0,0,0,0,0,0,2023,1,1944,2023-01-01,60,-1944,1,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,619,2967,0,0,0,7698,0,0,2019,11,11284,2019-11-01,22,-2348,4,0
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,55158,0,0,0,0,0,0,2022,8,55158,2022-08-01,55,-55158,3,0
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,0,0,0,2020,6,0,2020-06-01,29,0,2,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,31349,0,0,0,0,0,0,2018,3,31349,2018-03-01,2,-31349,1,0
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,PUBLICO,GRANEL LIQUIDO,0,6023,0,0,0,0,0,0,2023,3,6023,2023-03-01,62,-6023,1,0
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,28,65,0,0,0,0,0,0,2024,6,93,2024-06-01,77,-37,2,0
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,5500,27843,0,0,0,0,0,0,2019,8,33343,2019-08-01,19,-22343,3,0
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,50508,55365,120,165,0,18,0,566,2023,8,106742,2023-08-01,67,-4857,3,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,83651,18864,4946,0,0,0,0,0,2022,4,107461,2022-04-01,51,64787,2,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,103813,0,0,0,0,0,0,2021,11,103813,2021-11-01,46,-103813,4,0
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,17727,0,0,0,0,0,0,2019,1,17727,2019-01-01,12,-17727,1,0
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,28602,0,0,0,0,0,0,2022,8,28602,2022-08-01,55,-28602,3,0
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,124202,0,0,0,0,0,0,0,2025,8,124202,2025-08-01,91,124202,3,0
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,130796,0,0,0,0,0,0,0,2023,5,130796,2023-05-01,64,130796,2,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,CONTENEDORES,112310,165597,30017,0,0,0,0,0,2020,1,307924,2020-01-01,24,-53287,1,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,CONTENEDORES,100609,89124,24973,0,0,0,0,0,2023,9,214706,2023-09-01,68,11485,3,0
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,88768,132227,387006,0,0,0,0,0,2019,10,608001,2019-10-01,21,-43459,4,0
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,0,0,0,0,5546,0,0,2018,9,5546,2018-09-01,8,0,3,0
TURBO,UNIBAN LOGISTICA S.A,PUBLICO,GENERAL,15989,0,0,0,0,0,0,0,2024,3,15989,2024-03-01,74,15989,1,0
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,136772,216510,1270050,0,0,70353,0,0,2020,1,1693685,2020-01-01,24,-79738,1,0
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,15146,0,0,0,0,0,0,2022,2,15146,2022-02-01,49,-15146,1,0
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,CARBON AL GRANEL,0,28021,0,0,0,0,0,0,2021,10,28021,2021-10-01,45,-28021,4,0
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GENERAL,0,0,0,0,0,4538,0,0,2023,3,4538,2023-03-01,62,0,1,0
CARTAGENA,PUERTO DE MAMONAL S.A.,PUBLICO,GENERAL,3741,8691,0,0,0,1019,0,0,2019,5,13451,2019-05-01,16,-4950,2,0
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,47566,0,0,0,0,0,0,2022,7,47566,2022-07-01,54,-47566,3,0
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,3862,0,0,2024,2,3862,2024-02-01,73,0,1,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CONTENEDORES,18646,21370,11733,19841,0,0,0,0,2019,6,71590,2019-06-01,17,-2724,2,0
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1019652,0,0,0,0,0,0,0,2022,8,1019652,2022-08-01,55,1019652,3,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CONTENEDORES,121311,261781,0,0,0,17752,0,0,2024,8,400844,2024-08-01,79,-140470,3,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,541,2435,0,8,0,6015,0,0,2019,6,8999,2019-06-01,17,-1894,2,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,137225,89277,0,0,0,0,0,0,2024,5,226502,2024-05-01,76,47948,2,0
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,CARBON AL GRANEL,83896,0,0,0,0,0,0,0,2023,6,83896,2023-06-01,65,83896,2,0
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,28000,0,0,0,0,0,0,2023,6,28000,2023-06-01,65,-28000,2,0
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,45305,67121,2575,1750,0,0,0,380,2022,9,117131,2022-09-01,56,-21816,3,0
Z.P. RIO MAGDALENA,SOCIEDAD PORTUARIA LA GLORIA DE COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,43096,0,0,0,2025,8,43096,2025-08-01,91,0,3,0
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,0,4001,0,0,0,0,0,0,2022,5,4001,2022-05-01,52,-4001,2,0
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,0,0,0,2020,5,0,2020-05-01,28,0,2,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,349,1100,0,0,0,4023,0,0,2020,6,5472,2020-06-01,29,-751,2,0
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,3398,0,0,2020,11,3398,2020-11-01,34,0,4,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,78641,17153,889,0,0,5372,0,0,2022,3,102055,2022-03-01,50,61488,1,0
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GRANEL LIQUIDO,3692,0,0,0,0,0,0,0,2021,1,3692,2021-01-01,36,3692,1,0
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,7167,0,0,2018,8,7167,2018-08-01,7,0,3,0
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,19395,0,0,0,0,0,0,2020,11,19395,2020-11-01,34,-19395,4,0
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GENERAL,9354,6249,0,0,0,431,0,0,2022,12,16034,2022-12-01,59,3105,4,0
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,109,0,0,0,2019,12,109,2019-12-01,23,0,4,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CONTENEDORES,14600,12044,5196,26180,0,0,0,0,2020,11,58020,2020-11-01,34,2556,4,0
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GRANEL LIQUIDO,0,3145,0,0,0,0,0,0,2024,3,3145,2024-03-01,74,-3145,1,0
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,13033,0,0,0,0,0,0,2018,4,13033,2018-04-01,3,-13033,2,0
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,28000,0,0,0,0,0,0,2024,6,28000,2024-06-01,77,-28000,2,0
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,61584,0,0,0,0,0,0,2024,4,61584,2024-04-01,75,-61584,2,0
CARTAGENA,PRIMAX COLOMBIA S.A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,48,0,0,0,2025,2,48,2025-02-01,85,0,1,0
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,7957,0,0,0,0,0,0,2019,1,7957,2019-01-01,12,-7957,1,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL LIQUIDO,0,34914,0,0,0,0,0,0,2020,2,34914,2020-02-01,25,-34914,1,0
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,2,157,1,0,0,0,0,0,2019,9,160,2019-09-01,20,-155,3,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CONTENEDORES,21739,16988,0,46,0,0,0,0,2023,8,38773,2023-08-01,67,4751,3,0
CARTAGENA,ATUNAMAR LIMITADA,PRIVADO,GENERAL,0,0,0,0,0,4536,0,0,2023,11,4536,2023-11-01,70,0,4,0
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1177113,0,0,0,0,0,0,0,2023,8,1177113,2023-08-01,67,1177113,3,0
TURBO,UNIBAN LOGISTICA S.A,PUBLICO,CONTENEDORES,39838,3739,0,0,0,4828,0,0,2023,12,48405,2023-12-01,71,36099,4,0
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,PUBLICO,GRANEL LIQUIDO,0,50448,0,0,0,0,0,0,2020,3,50448,2020-03-01,26,-50448,1,0
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,3675,0,0,2019,7,3675,2019-07-01,18,0,3,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,21860,0,0,0,0,0,0,2023,4,21860,2023-04-01,63,-21860,2,0
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,4096,6806,0,0,0,0,0,0,2018,12,10902,2018-12-01,11,-2710,4,0
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,107649,0,0,0,2024,5,107649,2024-05-01,76,0,2,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL LIQUIDO,0,31721,0,0,0,0,0,0,2023,10,31721,2023-10-01,69,-31721,4,0
CARTAGENA,ATUNAMAR LIMITADA,PRIVADO,GENERAL,0,0,0,0,0,4325,0,0,2022,9,4325,2022-09-01,56,0,3,0
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,0,0,0,2020,10,0,2020-10-01,33,0,4,0
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,91547,0,0,0,0,0,0,0,2020,9,91547,2020-09-01,32,91547,3,0
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,57075,0,0,0,0,0,0,0,2019,5,57075,2019-05-01,16,57075,2,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,102558,0,0,0,0,0,0,2019,4,102558,2019-04-01,15,-102558,2,0
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,1501,0,0,0,0,0,0,0,2018,9,1501,2018-09-01,8,1501,3,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,11550,302302,0,0,0,0,0,0,2023,12,313852,2023-12-01,71,-290752,4,0
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,6601,0,0,0,0,0,0,2018,10,6601,2018-10-01,9,-6601,4,0
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,204569,0,0,0,0,0,0,0,2023,1,204569,2023-01-01,60,204569,1,0
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,10450,0,0,0,0,0,0,2024,5,10450,2024-05-01,76,-10450,2,0
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GRANEL LIQUIDO,0,0,0,0,26,0,0,0,2021,2,26,2021-02-01,37,0,1,0
TURBO,PORTUARIA PUNTA DE VACA S.A.,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,1538,0,0,2021,3,1538,2021-03-01,38,0,1,0
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,7150,0,0,0,0,0,0,2018,12,7150,2018-12-01,11,-7150,4,0
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,PUBLICO,GRANEL LIQUIDO,0,39356,0,0,0,0,0,0,2020,6,39356,2020-06-01,29,-39356,2,0
TURBO,UNIBAN LOGISTICA S.A,PUBLICO,CONTENEDORES,65171,7342,0,0,0,9259,0,0,2025,7,81772,2025-07-01,90,57829,3,0
G. MORROSQUILLO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,784455,0,0,0,0,0,0,0,2019,5,784455,2019-05-01,16,784455,2,0
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,4193,0,0,0,0,0,0,2023,9,4193,2023-09-01,68,-4193,3,0
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,126,0,0,0,2018,5,126,2018-05-01,4,0,2,0
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,0,34,1,0,0,0,0,0,2019,12,35,2019-12-01,23,-34,4,0
BARRANQUILLA,SOCIEDAD PORTUARIA MICHELLMAR S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,307,0,0,0,2024,9,307,2024-09-01,80,0,3,0
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,PUBLICO,CONTENEDORES,59166,150868,18902,0,0,0,0,0,2022,9,228936,2022-09-01,56,-91702,3,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,77011,77207,0,0,0,0,0,0,2023,2,154218,2023-02-01,61,-196,1,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,245440,0,0,0,0,0,0,0,2019,8,245440,2019-08-01,19,245440,3,0
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,75966,0,0,0,0,0,0,2022,5,75966,2022-05-01,52,-75966,2,0
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,43623,0,0,0,0,0,0,2021,4,43623,2021-04-01,39,-43623,2,0
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CONTENEDORES,86905,274214,0,0,0,13421,0,0,2023,6,374540,2023-06-01,65,-187309,2,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,CONTENEDORES,0,786,0,0,0,0,0,0,2022,6,786,2022-06-01,53,-786,2,0
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,PUBLICO,CONTENEDORES,68782,100573,19216,0,0,0,0,0,2019,11,188571,2019-11-01,22,-31791,4,0
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,86388,44000,0,0,0,0,0,0,2024,2,130388,2024-02-01,73,42388,1,0
TUMACO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,71550,0,0,0,0,0,0,0,2023,3,71550,2023-03-01,62,71550,1,0
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,0,3665,0,0,0,0,0,0,2019,9,3665,2019-09-01,20,-3665,3,0
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,12215,0,0,0,0,0,0,2023,7,12215,2023-07-01,66,-12215,3,0
G. MORROSQUILLO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,719349,90216,0,0,0,0,0,0,2025,2,809565,2025-02-01,85,629133,1,0
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GENERAL,4,22952,0,0,0,0,0,0,2023,6,22956,2023-06-01,65,-22948,2,0
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,1575,0,0,0,0,0,0,0,2019,3,1575,2019-03-01,14,1575,1,0
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GRANEL LIQUIDO,8292,0,0,0,0,0,0,0,2021,7,8292,2021-07-01,42,8292,3,0
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,2339,5318,0,0,0,0,0,94,2021,3,7751,2021-03-01,38,-2979,1,0
TUMACO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,50413,0,0,0,0,0,0,0,2018,9,50413,2018-09-01,8,50413,3,0
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,0,5501,0,0,0,0,0,0,2020,6,5501,2020-06-01,29,-5501,2,0
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,352899,0,0,0,0,0,0,2021,4,352899,2021-04-01,39,-352899,2,0
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,12557,0,0,0,10185,0,0,2019,2,22742,2019-02-01,13,-12557,1,0
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,148054,0,0,0,2022,8,148054,2022-08-01,55,0,3,0
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,0,2831,0,0,0,0,0,0,2021,10,2831,2021-10-01,45,-2831,4,0
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,3401,5046,0,0,0,0,0,0,2018,7,8447,2018-07-01,6,-1645,3,0
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,73151,0,0,0,0,0,0,0,2020,2,73151,2020-02-01,25,73151,1,0
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GENERAL,0,2092,0,0,0,0,0,0,2021,3,2092,2021-03-01,38,-2092,1,0
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,195911,204805,1183704,0,0,76307,0,0,2022,12,1660727,2022-12-01,59,-8894,4,0
SANTA MARTA,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,383015,0,0,0,138161,0,0,2023,10,521176,2023-10-01,69,-383015,4,0
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GENERAL,12500,0,0,0,0,381,0,0,2023,10,12881,2023-10-01,69,12500,4,0
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,25493,1184,0,0,0,0,0,2023,4,26677,2023-04-01,63,-25493,2,0
G. MORROSQUILLO,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,33990,0,0,0,0,0,0,0,2021,2,33990,2021-02-01,37,33990,1,0
BARRANQUILLA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,5996,0,0,0,0,0,0,0,2023,3,5996,2023-03-01,62,5996,1,0
CARTAGENA,SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.,PUBLICO,GRANEL LIQUIDO,16852,0,0,0,0,0,0,0,2018,3,16852,2018-03-01,2,16852,1,0
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GENERAL,0,92,0,0,0,5881,0,0,2019,8,5973,2019-08-01,19,-92,3,0
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,12548,1572,0,0,0,0,0,0,2021,12,14120,2021-12-01,47,10976,4,0
TUMACO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,50573,0,0,0,0,0,0,0,2018,7,50573,2018-07-01,6,50573,3,0
TURBO,UNIBAN LOGISTICA S.A,PUBLICO,GENERAL,19256,0,0,0,0,0,0,0,2024,1,19256,2024-01-01,72,19256,1,0
